Entity,Code,Year,Population of the top 100 most populous cities,Projected population of the top 100 most populous cities (Projected),Population of the top 100 most populous cities (Annotations),Projected population of the top 100 most populous cities (Annotations)
Shenyang,,1995,4303999.5,,China,
Shenyang,,2000,4585775.5,,China,
Shenyang,,2005,4837637.5,,China,
Shenyang,,2010,5202172,,China,
Shenyang,,2015,5458560,,China,
Shenyang,,2020,5782759,5782759,China,China
Shenyang,,2025,,5702638,,China
Shenyang,,2030,,5584575,,China
Shenyang,,2035,,5481919,,China
Shenyang,,2040,,5349668,,China
Shenyang,,2045,,5222196,,China
Shenyang,,2050,,5052402,,China
Shenyang,,2055,,4873904,,China
Shenyang,,2060,,4606232,,China
Shenyang,,2065,,4383444,,China
Shenyang,,2070,,4178018,,China
Shenyang,,2075,,3962858,,China
Shenyang,,2080,,3765922,,China
Shenyang,,2085,,3550879,,China
Shenyang,,2090,,3331317,,China
Shenyang,,2095,,3122369,,China
Shenyang,,2100,,2927713,,China
Shenzhen,,1950,173088.08,,China,
Shenzhen,,1955,214300.23,,China,
Shenzhen,,1960,257338.48,,China,
Shenzhen,,1965,312406.7,,China,
Shenzhen,,1970,397124.75,,China,
Shenzhen,,1975,487943.97,,China,
Shenzhen,,1980,676929.06,,China,
Shenzhen,,1985,800637.25,,China,
Shenzhen,,1990,1377937.4,,China,
Shenzhen,,1995,3365371.2,,China,
Shenzhen,,2000,8180960,,China,
Shenzhen,,2005,10001708,,China,
Shenzhen,,2010,11671088,,China,
Shenzhen,,2015,12485865,,China,
Shenzhen,,2020,13433855,13433855,China,China
Shenzhen,,2025,,13878396,,China
Shenzhen,,2030,,14273003,,China
Shenzhen,,2035,,14496174,,China
Shenzhen,,2040,,14682801,,China
Shenzhen,,2045,,14720439,,China
Shenzhen,,2050,,14660570,,China
Shenzhen,,2055,,14407728,,China
Shenzhen,,2060,,14047597,,China
Shenzhen,,2065,,13578122,,China
Shenzhen,,2070,,13126753,,China
Shenzhen,,2075,,12601035,,China
Shenzhen,,2080,,12072543,,China
Shenzhen,,2085,,11449385,,China
Shenzhen,,2090,,10839653,,China
Shenzhen,,2095,,10198301,,China
Shenzhen,,2100,,9612020,,China
Singapore,SGP,1950,777229.3,,Singapore,
Singapore,SGP,1955,1038878.7,,Singapore,
Singapore,SGP,1960,1349932.1,,Singapore,
Singapore,SGP,1965,1602083.6,,Singapore,
Singapore,SGP,1970,1792040.8,,Singapore,
Singapore,SGP,1975,2004259,,Singapore,
Singapore,SGP,1980,2174625,,Singapore,
Singapore,SGP,1985,2434180.5,,Singapore,
Singapore,SGP,1990,2690060,,Singapore,
Singapore,SGP,1995,3119199.5,,Singapore,
Singapore,SGP,2000,3539148,,Singapore,
Singapore,SGP,2005,3715000.5,,Singapore,
Singapore,SGP,2010,4386713,,Singapore,
Singapore,SGP,2015,4730016.5,,Singapore,
Singapore,SGP,2020,4763608.5,4763608,Singapore,Singapore
Singapore,SGP,2025,,4963997,,Singapore
Singapore,SGP,2030,,5091752,,Singapore
Singapore,SGP,2035,,5197766,,Singapore
Singapore,SGP,2040,,5225230,,Singapore
Singapore,SGP,2045,,5190567,,Singapore
Singapore,SGP,2050,,5125633,,Singapore
Singapore,SGP,2055,,5053719,,Singapore
Singapore,SGP,2060,,4968959,,Singapore
Singapore,SGP,2065,,4865229,,Singapore
Singapore,SGP,2070,,4740060,,Singapore
Singapore,SGP,2075,,4584016,,Singapore
Singapore,SGP,2080,,4382927,,Singapore
Singapore,SGP,2085,,4149147,,Singapore
Singapore,SGP,2090,,3902320,,Singapore
Singapore,SGP,2095,,3681634,,Singapore
Singapore,SGP,2100,,3490997,,Singapore
Surabaya,,1950,1468558.2,,Indonesia,
Surabaya,,1955,1746255.9,,Indonesia,
Surabaya,,1960,2067850.5,,Indonesia,
Surabaya,,1965,2525201.5,,Indonesia,
Surabaya,,1970,3081807.5,,Indonesia,
Surabaya,,1975,3642543.5,,Indonesia,
Surabaya,,1980,4102755.8,,Indonesia,
Surabaya,,1985,4569052.5,,Indonesia,
Surabaya,,1990,5035107,,Indonesia,
Surabaya,,1995,5393431,,Indonesia,
Surabaya,,2000,5721915,,Indonesia,
Surabaya,,2005,6179337,,Indonesia,
Surabaya,,2010,6548102.5,,Indonesia,
Surabaya,,2015,6801249.5,,Indonesia,
Surabaya,,2020,6860694.5,6860694,Indonesia,Indonesia
Surabaya,,2025,,6843502,,Indonesia
Surabaya,,2030,,6807059,,Indonesia
Surabaya,,2035,,6739448,,Indonesia
Surabaya,,2040,,6641780,,Indonesia
Surabaya,,2045,,6520968,,Indonesia
Surabaya,,2050,,6342808,,Indonesia
Surabaya,,2055,,6161177,,Indonesia
Surabaya,,2060,,5970673,,Indonesia
Surabaya,,2065,,5793761,,Indonesia
Surabaya,,2070,,5571636,,Indonesia
Surabaya,,2075,,5393681,,Indonesia
Surabaya,,2080,,5212018,,Indonesia
Surabaya,,2085,,5046403,,Indonesia
Surabaya,,2090,,4866576,,Indonesia
Surabaya,,2095,,4677116,,Indonesia
Surabaya,,2100,,4489204,,Indonesia
Surat,,1950,432434.34,,India,
Surat,,1955,492591.6,,India,
Surat,,1960,560303.25,,India,
Surat,,1965,656595.25,,India,
Surat,,1970,768273.56,,India,
Surat,,1975,955482.2,,India,
Surat,,1980,1269576.4,,India,
Surat,,1985,1599263.8,,India,
Surat,,1990,1925492.9,,India,
Surat,,1995,2464189.8,,India,
Surat,,2000,3293268,,India,
Surat,,2005,3988297.2,,India,
Surat,,2010,4756733,,India,
Surat,,2015,5625340,,India,
Surat,,2020,6594406,6594406,India,India
Surat,,2025,,6908925,,India
Surat,,2030,,7218847,,India
Surat,,2035,,7498749,,India
Surat,,2040,,7727192,,India
Surat,,2045,,7912626,,India
Surat,,2050,,8048617,,India
Surat,,2055,,8153930,,India
Surat,,2060,,8222896,,India
Surat,,2065,,8267517,,India
Surat,,2070,,8276771,,India
Surat,,2075,,8263811,,India
Surat,,2080,,8216382,,India
Surat,,2085,,8155584,,India
Surat,,2090,,8072563,,India
Surat,,2095,,7973319,,India
Surat,,2100,,7876001,,India
Suzhou,,1950,719913.94,,China,
Suzhou,,1955,765634.8,,China,
Suzhou,,1960,813229.1,,China,
Suzhou,,1965,862384.25,,China,
Suzhou,,1970,881072.56,,China,
Suzhou,,1975,930446.4,,China,
Suzhou,,1980,1037478.44,,China,
Suzhou,,1985,1328159.9,,China,
Suzhou,,1990,1804713.1,,China,
Suzhou,,1995,2665005.5,,China,
Suzhou,,2000,3671581.5,,China,
Suzhou,,2005,4258791,,China,
Suzhou,,2010,4863627.5,,China,
Suzhou,,2015,6124237.5,,China,
Suzhou,,2020,7615259.5,7615259,China,China
Suzhou,,2025,,7731101,,China
Suzhou,,2030,,7784349,,China
Suzhou,,2035,,7799777,,China
Suzhou,,2040,,7834417,,China
Suzhou,,2045,,7771675,,China
Suzhou,,2050,,7639262,,China
Suzhou,,2055,,7438553,,China
Suzhou,,2060,,7174886,,China
Suzhou,,2065,,6875920,,China
Suzhou,,2070,,6601300,,China
Suzhou,,2075,,6296088,,China
Suzhou,,2080,,5988915,,China
Suzhou,,2085,,5636562,,China
Suzhou,,2090,,5232384,,China
Suzhou,,2095,,4854234,,China
Suzhou,,2100,,4556455,,China
Sydney,,1950,1230512.1,,Australia,
Sydney,,1955,1376019.2,,Australia,
Sydney,,1960,1538843.4,,Australia,
Sydney,,1965,1721046.2,,Australia,
Sydney,,1970,1986228.1,,Australia,
Sydney,,1975,2221676,,Australia,
Sydney,,1980,2347919.5,,Australia,
Sydney,,1985,2536157.8,,Australia,
Sydney,,1990,2715328.2,,Australia,
Sydney,,1995,2881012.2,,Australia,
Sydney,,2000,2858428.5,,Australia,
Sydney,,2005,2973683.2,,Australia,
Sydney,,2010,3321178.8,,Australia,
Sydney,,2015,3678440.2,,Australia,
Sydney,,2020,4067000.2,4067000,Australia,Australia
Sydney,,2025,,4150917,,Australia
Sydney,,2030,,4272146,,Australia
Sydney,,2035,,4340983,,Australia
Sydney,,2040,,4402339,,Australia
Sydney,,2045,,4471506,,Australia
Sydney,,2050,,4554766,,Australia
Sydney,,2055,,4611396,,Australia
Sydney,,2060,,4714276,,Australia
Sydney,,2065,,4809830,,Australia
Sydney,,2070,,4865950,,Australia
Sydney,,2075,,4924023,,Australia
Sydney,,2080,,4983923,,Australia
Sydney,,2085,,5051078,,Australia
Sydney,,2090,,5130684,,Australia
Sydney,,2095,,5223836,,Australia
Sydney,,2100,,5307534,,Australia
Taipei,,1950,1184282.2,,Taiwan,
Taipei,,1955,1537580.2,,Taiwan,
Taipei,,1960,1996526.9,,Taiwan,
Taipei,,1965,2522034.5,,Taiwan,
Taipei,,1970,3003571,,Taiwan,
Taipei,,1975,3691099.2,,Taiwan,
Taipei,,1980,4669003,,Taiwan,
Taipei,,1985,5791742,,Taiwan,
Taipei,,1990,6841153,,Taiwan,
Taipei,,1995,7432342,,Taiwan,
Taipei,,2000,7898576.5,,Taiwan,
Taipei,,2005,8233746.5,,Taiwan,
Taipei,,2010,8604396,,Taiwan,
Taipei,,2015,8854906,,Taiwan,
Taipei,,2020,9233776,9233776,Taiwan,Taiwan
Taipei,,2025,,9136792,,Taiwan
Taipei,,2030,,9053593,,Taiwan
Taipei,,2035,,8919921,,Taiwan
Taipei,,2040,,8734130,,Taiwan
Taipei,,2045,,8481553,,Taiwan
Taipei,,2050,,8176644,,Taiwan
Taipei,,2055,,7807296,,Taiwan
Taipei,,2060,,7427293,,Taiwan
Taipei,,2065,,7000414,,Taiwan
Taipei,,2070,,6585391,,Taiwan
Taipei,,2075,,6111079,,Taiwan
Taipei,,2080,,5709279,,Taiwan
Taipei,,2085,,5352827,,Taiwan
Taipei,,2090,,5007620,,Taiwan
Taipei,,2095,,4681119,,Taiwan
Taipei,,2100,,4423565,,Taiwan
Tehran,,1950,1201634.8,,Iran,
Tehran,,1955,1523779.4,,Iran,
Tehran,,1960,1986521.2,,Iran,
Tehran,,1965,2589792.2,,Iran,
Tehran,,1970,3376136,,Iran,
Tehran,,1975,4265100.5,,Iran,
Tehran,,1980,5107765,,Iran,
Tehran,,1985,6036852,,Iran,
Tehran,,1990,6650179,,Iran,
Tehran,,1995,6780147,,Iran,
Tehran,,2000,6999195.5,,Iran,
Tehran,,2005,7235118,,Iran,
Tehran,,2010,7713901.5,,Iran,
Tehran,,2015,8117767,,Iran,
Tehran,,2020,8889152,8889152,Iran,Iran
Tehran,,2025,,9174964,,Iran
Tehran,,2030,,9334993,,Iran
Tehran,,2035,,9418887,,Iran
Tehran,,2040,,9477881,,Iran
Tehran,,2045,,9518600,,Iran
Tehran,,2050,,9499466,,Iran
Tehran,,2055,,9442596,,Iran
Tehran,,2060,,9295622,,Iran
Tehran,,2065,,9099459,,Iran
Tehran,,2070,,8850086,,Iran
Tehran,,2075,,8590889,,Iran
Tehran,,2080,,8323327,,Iran
Tehran,,2085,,8062916,,Iran
Tehran,,2090,,7818084,,Iran
Tehran,,2095,,7592072,,Iran
Tehran,,2100,,7359597,,Iran
Tianjin,,1950,1807992.6,,China,
Tianjin,,1955,1984028,,China,
Tianjin,,1960,2107361.5,,China,
Tianjin,,1965,2234739.5,,China,
Tianjin,,1970,2430848.5,,China,
Tianjin,,1975,2567069.2,,China,
Tianjin,,1980,2629779.8,,China,
Tianjin,,1985,2802082.2,,China,
Tianjin,,1990,3002886.5,,China,
Tianjin,,1995,3617716.2,,China,
Tianjin,,2000,4302429,,China,
Tianjin,,2005,4999108.5,,China,
Tianjin,,2010,5717355.5,,China,
Tianjin,,2015,6769579,,China,
Tianjin,,2020,7042294.5,7042294,China,China
Tianjin,,2025,,7285342,,China
Tianjin,,2030,,7451187,,China
Tianjin,,2035,,7545362,,China
Tianjin,,2040,,7644667,,China
Tianjin,,2045,,7687062,,China
Tianjin,,2050,,7645278,,China
Tianjin,,2055,,7527944,,China
Tianjin,,2060,,7350186,,China
Tianjin,,2065,,7086944,,China
Tianjin,,2070,,6825981,,China
Tianjin,,2075,,6572982,,China
Tianjin,,2080,,6317197,,China
Tianjin,,2085,,6016091,,China
Tianjin,,2090,,5737540,,China
Tianjin,,2095,,5420834,,China
Tianjin,,2100,,5122807,,China
Tokyo,,1950,12553153,,Japan,
Tokyo,,1955,14510428,,Japan,
Tokyo,,1960,16770008,,Japan,
Tokyo,,1965,19377676,,Japan,
Tokyo,,1970,21694592,,Japan,
Tokyo,,1975,24281618,,Japan,
Tokyo,,1980,25912200,,Japan,
Tokyo,,1985,27209324,,Japan,
Tokyo,,1990,28588982,,Japan,
Tokyo,,1995,29222294,,Japan,
Tokyo,,2000,30302560,,Japan,
Tokyo,,2005,31352582,,Japan,
Tokyo,,2010,32558340,,Japan,
Tokyo,,2015,33103604,,Japan,
Tokyo,,2020,33698876,33698876,Japan,Japan
Tokyo,,2025,,33412512,,Japan
Tokyo,,2030,,33044210,,Japan
Tokyo,,2035,,32475048,,Japan
Tokyo,,2040,,31885168,,Japan
Tokyo,,2045,,31270240,,Japan
Tokyo,,2050,,30657618,,Japan
Tokyo,,2055,,30009692,,Japan
Tokyo,,2060,,29280886,,Japan
Tokyo,,2065,,28306680,,Japan
Tokyo,,2070,,27472048,,Japan
Tokyo,,2075,,26639148,,Japan
Tokyo,,2080,,26070340,,Japan
Tokyo,,2085,,25563228,,Japan
Tokyo,,2090,,25107588,,Japan
Tokyo,,2095,,24580920,,Japan
Tokyo,,2100,,24068934,,Japan
Toronto,,1950,780108.75,,Canada,
Toronto,,1955,985538.25,,Canada,
Toronto,,1960,1245131.5,,Canada,
Toronto,,1965,1483033,,Canada,
Toronto,,1970,1766417.1,,Canada,
Toronto,,1975,1976141.2,,Canada,
Toronto,,1980,2254508,,Canada,
Toronto,,1985,2517598.2,,Canada,
Toronto,,1990,3103486.5,,Canada,
Toronto,,1995,3434429.2,,Canada,
Toronto,,2000,3793455.5,,Canada,
Toronto,,2005,4252595,,Canada,
Toronto,,2010,4657336,,Canada,
Toronto,,2015,4983632.5,,Canada,
Toronto,,2020,5243724,5243724,Canada,Canada
Toronto,,2025,,5494430,,Canada
Toronto,,2030,,5722032,,Canada
Toronto,,2035,,5864349,,Canada
Toronto,,2040,,5984020,,Canada
Toronto,,2045,,6081152,,Canada
Toronto,,2050,,6168899,,Canada
Toronto,,2055,,6235847,,Canada
Toronto,,2060,,6314522,,Canada
Toronto,,2065,,6393733,,Canada
Toronto,,2070,,6472029,,Canada
Toronto,,2075,,6539828,,Canada
Toronto,,2080,,6602164,,Canada
Toronto,,2085,,6661569,,Canada
Toronto,,2090,,6720296,,Canada
Toronto,,2095,,6772537,,Canada
Toronto,,2100,,6850078,,Canada
Wenzhou,,1950,559408,,China,
Wenzhou,,1955,764452.2,,China,
Wenzhou,,1960,1146178.6,,China,
Wenzhou,,1965,1611501.9,,China,
Wenzhou,,1970,1808722.2,,China,
Wenzhou,,1975,1970886.5,,China,
Wenzhou,,1980,2222233.8,,China,
Wenzhou,,1985,2411049.5,,China,
Wenzhou,,1990,2710362.5,,China,
Wenzhou,,1995,3112492.5,,China,
Wenzhou,,2000,3388532,,China,
Wenzhou,,2005,3770596.5,,China,
Wenzhou,,2010,4107073.5,,China,
Wenzhou,,2015,4174587.8,,China,
Wenzhou,,2020,4117993.8,4117993,China,China
Wenzhou,,2025,,4158195,,China
Wenzhou,,2030,,4207360,,China
Wenzhou,,2035,,4210235,,China
Wenzhou,,2040,,4191721,,China
Wenzhou,,2045,,4156993,,China
Wenzhou,,2050,,4094852,,China
Wenzhou,,2055,,4007225,,China
Wenzhou,,2060,,3890511,,China
Wenzhou,,2065,,3726207,,China
Wenzhou,,2070,,3595977,,China
Wenzhou,,2075,,3403409,,China
Wenzhou,,2080,,3257726,,China
Wenzhou,,2085,,3086530,,China
Wenzhou,,2090,,2931685,,China
Wenzhou,,2095,,2764365,,China
Wenzhou,,2100,,2603293,,China
Wuhan,,1950,884878.6,,China,
Wuhan,,1955,1135756.5,,China,
Wuhan,,1960,1244762.6,,China,
Wuhan,,1965,1362023.1,,China,
Wuhan,,1970,1528711.5,,China,
Wuhan,,1975,1665770.9,,China,
Wuhan,,1980,1983630.5,,China,
Wuhan,,1985,2341145.2,,China,
Wuhan,,1990,2747486,,China,
Wuhan,,1995,3968928.5,,China,
Wuhan,,2000,5637243,,China,
Wuhan,,2005,6197658.5,,China,
Wuhan,,2010,6720499.5,,China,
Wuhan,,2015,7072984,,China,
Wuhan,,2020,7558701,7558701,China,China
Wuhan,,2025,,7363548,,China
Wuhan,,2030,,7131478,,China
Wuhan,,2035,,6919628,,China
Wuhan,,2040,,6688317,,China
Wuhan,,2045,,6467931,,China
Wuhan,,2050,,6157042,,China
Wuhan,,2055,,5905473,,China
Wuhan,,2060,,5595169,,China
Wuhan,,2065,,5273479,,China
Wuhan,,2070,,4998799,,China
Wuhan,,2075,,4725988,,China
Wuhan,,2080,,4465598,,China
Wuhan,,2085,,4198439,,China
Wuhan,,2090,,3945464,,China
Wuhan,,2095,,3681559,,China
Wuhan,,2100,,3452074,,China
Xi'an,,1950,898796.25,,China,
Xi'an,,1955,1050104.6,,China,
Xi'an,,1960,1150890.1,,China,
Xi'an,,1965,1259307.5,,China,
Xi'an,,1970,1413425.4,,China,
Xi'an,,1975,1540148.5,,China,
Xi'an,,1980,1682000.8,,China,
Xi'an,,1985,2065121.6,,China,
Xi'an,,1990,2796240.2,,China,
Xi'an,,1995,3402115.8,,China,
Xi'an,,2000,3982039.8,,China,
Xi'an,,2005,4388191,,China,
Xi'an,,2010,4738856.5,,China,
Xi'an,,2015,5010105,,China,
Xi'an,,2020,5275230,5275230,China,China
Xi'an,,2025,,5231053,,China
Xi'an,,2030,,5157574,,China
Xi'an,,2035,,5063637,,China
Xi'an,,2040,,4961308,,China
Xi'an,,2045,,4885296,,China
Xi'an,,2050,,4744642,,China
Xi'an,,2055,,4614514,,China
Xi'an,,2060,,4448893,,China
Xi'an,,2065,,4264902,,China
Xi'an,,2070,,4102998,,China
Xi'an,,2075,,3928198,,China
Xi'an,,2080,,3709180,,China
Xi'an,,2085,,3533822,,China
Xi'an,,2090,,3367433,,China
Xi'an,,2095,,3144477,,China
Xi'an,,2100,,2965903,,China
Yangon,,1950,1234737.6,,Myanmar,
Yangon,,1955,1381304.2,,Myanmar,
Yangon,,1960,1545298.5,,Myanmar,
Yangon,,1965,1728767.5,,Myanmar,
Yangon,,1970,1933983.8,,Myanmar,
Yangon,,1975,2163478.5,,Myanmar,
Yangon,,1980,2450921,,Myanmar,
Yangon,,1985,2749365.8,,Myanmar,
Yangon,,1990,3068108.2,,Myanmar,
Yangon,,1995,3426420,,Myanmar,
Yangon,,2000,3804518.2,,Myanmar,
Yangon,,2005,4222366.5,,Myanmar,
Yangon,,2010,4679491,,Myanmar,
Yangon,,2015,5176966,,Myanmar,
Yangon,,2020,5423224.5,5423224,Myanmar,Myanmar
Yangon,,2025,,5618303,,Myanmar
Yangon,,2030,,5783733,,Myanmar
Yangon,,2035,,5897685,,Myanmar
Yangon,,2040,,5975558,,Myanmar
Yangon,,2045,,6032886,,Myanmar
Yangon,,2050,,6050413,,Myanmar
Yangon,,2055,,6055139,,Myanmar
Yangon,,2060,,6030347,,Myanmar
Yangon,,2065,,5989737,,Myanmar
Yangon,,2070,,5933621,,Myanmar
Yangon,,2075,,5865197,,Myanmar
Yangon,,2080,,5788664,,Myanmar
Yangon,,2085,,5705135,,Myanmar
Yangon,,2090,,5614434,,Myanmar
Yangon,,2095,,5517750,,Myanmar
Yangon,,2100,,5420061,,Myanmar
Yaounde,,1950,84658.86,,Cameroon,
Yaounde,,1955,117856.49,,Cameroon,
Yaounde,,1960,164074.39,,Cameroon,
Yaounde,,1965,221375.8,,Cameroon,
Yaounde,,1970,318024.75,,Cameroon,
Yaounde,,1975,455219.1,,Cameroon,
Yaounde,,1980,606777.5,,Cameroon,
Yaounde,,1985,776438.6,,Cameroon,
Yaounde,,1990,976041.4,,Cameroon,
Yaounde,,1995,1244846.9,,Cameroon,
Yaounde,,2000,1578630.6,,Cameroon,
Yaounde,,2005,2063605.4,,Cameroon,
Yaounde,,2010,2664845.2,,Cameroon,
Yaounde,,2015,3462489.8,,Cameroon,
Yaounde,,2020,4439504.5,4439504,Cameroon,Cameroon
Yaounde,,2025,,5106087,,Cameroon
Yaounde,,2030,,5799222,,Cameroon
Yaounde,,2035,,6491130,,Cameroon
Yaounde,,2040,,7256939,,Cameroon
Yaounde,,2045,,7954625,,Cameroon
Yaounde,,2050,,8661147,,Cameroon
Yaounde,,2055,,9295515,,Cameroon
Yaounde,,2060,,9917020,,Cameroon
Yaounde,,2065,,10435106,,Cameroon
Yaounde,,2070,,10953267,,Cameroon
Yaounde,,2075,,11395229,,Cameroon
Yaounde,,2080,,11838634,,Cameroon
Yaounde,,2085,,12209563,,Cameroon
Yaounde,,2090,,12570088,,Cameroon
Yaounde,,2095,,12874497,,Cameroon
Yaounde,,2100,,13228420,,Cameroon
Zhengzhou,,1950,379228.8,,China,
Zhengzhou,,1955,457175.25,,China,
Zhengzhou,,1960,550445.4,,China,
Zhengzhou,,1965,661671.44,,China,
Zhengzhou,,1970,815856.25,,China,
Zhengzhou,,1975,976637.94,,China,
Zhengzhou,,1980,1242882,,China,
Zhengzhou,,1985,1391886.4,,China,
Zhengzhou,,1990,1593137.8,,China,
Zhengzhou,,1995,2132523.2,,China,
Zhengzhou,,2000,2795397.5,,China,
Zhengzhou,,2005,3310233.2,,China,
Zhengzhou,,2010,3957738.2,,China,
Zhengzhou,,2015,4433054.5,,China,
Zhengzhou,,2020,4903582.5,4903582,China,China
Zhengzhou,,2025,,4878035,,China
Zhengzhou,,2030,,4825163,,China
Zhengzhou,,2035,,4755911,,China
Zhengzhou,,2040,,4668283,,China
Zhengzhou,,2045,,4562153,,China
Zhengzhou,,2050,,4438814,,China
Zhengzhou,,2055,,4288124,,China
Zhengzhou,,2060,,4072993,,China
Zhengzhou,,2065,,3886311,,China
Zhengzhou,,2070,,3683641,,China
Zhengzhou,,2075,,3505150,,China
Zhengzhou,,2080,,3322655,,China
Zhengzhou,,2085,,3114600,,China
Zhengzhou,,2090,,2944918,,China
Zhengzhou,,2095,,2697812,,China
Zhengzhou,,2100,,2544317,,China
