Entity,Code,Year,Population of the top 100 most populous cities,Projected population of the top 100 most populous cities (Projected),Population of the top 100 most populous cities (Annotations),Projected population of the top 100 most populous cities (Annotations)
Jakarta,,2070,,53167700,,Indonesia
Jakarta,,2075,,52943840,,Indonesia
Jakarta,,2080,,52625556,,Indonesia
Jakarta,,2085,,52063124,,Indonesia
Jakarta,,2090,,51380372,,Indonesia
Jakarta,,2095,,50581976,,Indonesia
Jakarta,,2100,,49697152,,Indonesia
Johannesburg,,1950,601096.9,,South Africa,
Johannesburg,,1955,672367.6,,South Africa,
Johannesburg,,1960,752134.06,,South Africa,
Johannesburg,,1965,892535.94,,South Africa,
Johannesburg,,1970,1059176.2,,South Africa,
Johannesburg,,1975,1180559.9,,South Africa,
Johannesburg,,1980,1210325.4,,South Africa,
Johannesburg,,1985,1299644.1,,South Africa,
Johannesburg,,1990,1439103.2,,South Africa,
Johannesburg,,1995,2031050.2,,South Africa,
Johannesburg,,2000,2767803,,South Africa,
Johannesburg,,2005,3912682,,South Africa,
Johannesburg,,2010,4684164.5,,South Africa,
Johannesburg,,2015,5425198,,South Africa,
Johannesburg,,2020,6518726.5,6518726,South Africa,South Africa
Johannesburg,,2025,,7077175,,South Africa
Johannesburg,,2030,,7557293,,South Africa
Johannesburg,,2035,,7943352,,South Africa
Johannesburg,,2040,,8292551,,South Africa
Johannesburg,,2045,,8619371,,South Africa
Johannesburg,,2050,,8916021,,South Africa
Johannesburg,,2055,,9214216,,South Africa
Johannesburg,,2060,,9428329,,South Africa
Johannesburg,,2065,,9657865,,South Africa
Johannesburg,,2070,,9840539,,South Africa
Johannesburg,,2075,,9997640,,South Africa
Johannesburg,,2080,,10147548,,South Africa
Johannesburg,,2085,,10268145,,South Africa
Johannesburg,,2090,,10374539,,South Africa
Johannesburg,,2095,,10465913,,South Africa
Johannesburg,,2100,,10542134,,South Africa
Kabul,,1950,263248.7,,Afghanistan,
Kabul,,1955,314556.72,,Afghanistan,
Kabul,,1960,386422.62,,Afghanistan,
Kabul,,1965,474740,,Afghanistan,
Kabul,,1970,583287.25,,Afghanistan,
Kabul,,1975,763067.56,,Afghanistan,
Kabul,,1980,1124708.1,,Afghanistan,
Kabul,,1985,1466537.8,,Afghanistan,
Kabul,,1990,1896013.6,,Afghanistan,
Kabul,,1995,2193072.2,,Afghanistan,
Kabul,,2000,2714905.8,,Afghanistan,
Kabul,,2005,3279949.5,,Afghanistan,
Kabul,,2010,3766717.2,,Afghanistan,
Kabul,,2015,4283172.5,,Afghanistan,
Kabul,,2020,5228980,5228980,Afghanistan,Afghanistan
Kabul,,2025,,5635736,,Afghanistan
Kabul,,2030,,6254899,,Afghanistan
Kabul,,2035,,6731945,,Afghanistan
Kabul,,2040,,7217958,,Afghanistan
Kabul,,2045,,7595310,,Afghanistan
Kabul,,2050,,8003002,,Afghanistan
Kabul,,2055,,8344280,,Afghanistan
Kabul,,2060,,8692119,,Afghanistan
Kabul,,2065,,8988771,,Afghanistan
Kabul,,2070,,9271483,,Afghanistan
Kabul,,2075,,9525358,,Afghanistan
Kabul,,2080,,9737700,,Afghanistan
Kabul,,2085,,9931570,,Afghanistan
Kabul,,2090,,10089090,,Afghanistan
Kabul,,2095,,10230880,,Afghanistan
Kabul,,2100,,10331707,,Afghanistan
Kampala,,1950,176597.69,,Uganda,
Kampala,,1955,209439.62,,Uganda,
Kampala,,1960,256316.22,,Uganda,
Kampala,,1965,366929.47,,Uganda,
Kampala,,1970,509122.75,,Uganda,
Kampala,,1975,604015.4,,Uganda,
Kampala,,1980,677330.1,,Uganda,
Kampala,,1985,812430.56,,Uganda,
Kampala,,1990,1003981.06,,Uganda,
Kampala,,1995,1313573.8,,Uganda,
Kampala,,2000,1696916.6,,Uganda,
Kampala,,2005,2112339.5,,Uganda,
Kampala,,2010,2819562.2,,Uganda,
Kampala,,2015,3479366.2,,Uganda,
Kampala,,2020,4233072,4233072,Uganda,Uganda
Kampala,,2025,,4880943,,Uganda
Kampala,,2030,,5537166,,Uganda
Kampala,,2035,,6132903,,Uganda
Kampala,,2040,,6775072,,Uganda
Kampala,,2045,,7370259,,Uganda
Kampala,,2050,,7893623,,Uganda
Kampala,,2055,,8349802,,Uganda
Kampala,,2060,,8761925,,Uganda
Kampala,,2065,,9107819,,Uganda
Kampala,,2070,,9411813,,Uganda
Kampala,,2075,,9643222,,Uganda
Kampala,,2080,,9881252,,Uganda
Kampala,,2085,,10068606,,Uganda
Kampala,,2090,,10186759,,Uganda
Kampala,,2095,,10231392,,Uganda
Kampala,,2100,,10217069,,Uganda
Kano,,1950,173623.12,,Nigeria,
Kano,,1955,213319.14,,Nigeria,
Kano,,1960,287890.56,,Nigeria,
Kano,,1965,388464.4,,Nigeria,
Kano,,1970,540745.7,,Nigeria,
Kano,,1975,773600,,Nigeria,
Kano,,1980,1209212.8,,Nigeria,
Kano,,1985,1748836.6,,Nigeria,
Kano,,1990,2029410.1,,Nigeria,
Kano,,1995,2344933.5,,Nigeria,
Kano,,2000,2719853.8,,Nigeria,
Kano,,2005,3174260,,Nigeria,
Kano,,2010,3572276.5,,Nigeria,
Kano,,2015,4069541.8,,Nigeria,
Kano,,2020,4546349.5,4546349,Nigeria,Nigeria
Kano,,2025,,4840280,,Nigeria
Kano,,2030,,5173462,,Nigeria
Kano,,2035,,5451121,,Nigeria
Kano,,2040,,5766396,,Nigeria
Kano,,2045,,6132193,,Nigeria
Kano,,2050,,6361602,,Nigeria
Kano,,2055,,6552012,,Nigeria
Kano,,2060,,6823320,,Nigeria
Kano,,2065,,7117465,,Nigeria
Kano,,2070,,7264123,,Nigeria
Kano,,2075,,7374351,,Nigeria
Kano,,2080,,7485817,,Nigeria
Kano,,2085,,7541731,,Nigeria
Kano,,2090,,7551885,,Nigeria
Kano,,2095,,7566031,,Nigeria
Kano,,2100,,7548275,,Nigeria
Kanpur,,1950,1053076.8,,India,
Kanpur,,1955,1237761.2,,India,
Kanpur,,1960,1452724,,India,
Kanpur,,1965,1649862,,India,
Kanpur,,1970,1870922.1,,India,
Kanpur,,1975,2052684.2,,India,
Kanpur,,1980,2327788.5,,India,
Kanpur,,1985,2611538,,India,
Kanpur,,1990,2914064,,India,
Kanpur,,1995,3342324,,India,
Kanpur,,2000,3843117.8,,India,
Kanpur,,2005,4088880.5,,India,
Kanpur,,2010,4285710.5,,India,
Kanpur,,2015,4385562,,India,
Kanpur,,2020,4235165.5,4235165,India,India
Kanpur,,2025,,4329973,,India
Kanpur,,2030,,4424695,,India
Kanpur,,2035,,4504484,,India
Kanpur,,2040,,4571232,,India
Kanpur,,2045,,4615521,,India
Kanpur,,2050,,4637878,,India
Kanpur,,2055,,4654994,,India
Kanpur,,2060,,4651318,,India
Kanpur,,2065,,4646162,,India
Kanpur,,2070,,4620040,,India
Kanpur,,2075,,4588294,,India
Kanpur,,2080,,4539523,,India
Kanpur,,2085,,4490384,,India
Kanpur,,2090,,4430584,,India
Kanpur,,2095,,4370751,,India
Kanpur,,2100,,4307604,,India
Karachi,,1950,1437069.1,,Pakistan,
Karachi,,1955,1821882.6,,Pakistan,
Karachi,,1960,2300843,,Pakistan,
Karachi,,1965,2905066.8,,Pakistan,
Karachi,,1970,3666864.8,,Pakistan,
Karachi,,1975,4626701.5,,Pakistan,
Karachi,,1980,5819767.5,,Pakistan,
Karachi,,1985,6810929.5,,Pakistan,
Karachi,,1990,7977466,,Pakistan,
Karachi,,1995,9457981,,Pakistan,
Karachi,,2000,10799503,,Pakistan,
Karachi,,2005,12184764,,Pakistan,
Karachi,,2010,13950654,,Pakistan,
Karachi,,2015,15811774,,Pakistan,
Karachi,,2020,19340628,19340628,Pakistan,Pakistan
Karachi,,2025,,21422590,,Pakistan
Karachi,,2030,,23598646,,Pakistan
Karachi,,2035,,25897578,,Pakistan
Karachi,,2040,,28218998,,Pakistan
Karachi,,2045,,30414556,,Pakistan
Karachi,,2050,,32592966,,Pakistan
Karachi,,2055,,34550936,,Pakistan
Karachi,,2060,,36397148,,Pakistan
Karachi,,2065,,38019400,,Pakistan
Karachi,,2070,,39534972,,Pakistan
Karachi,,2075,,40753156,,Pakistan
Karachi,,2080,,41738388,,Pakistan
Karachi,,2085,,42475676,,Pakistan
Karachi,,2090,,43060844,,Pakistan
Karachi,,2095,,43468092,,Pakistan
Karachi,,2100,,43690984,,Pakistan
Khartoum,,1950,211601.27,,Sudan,
Khartoum,,1955,284479.28,,Sudan,
Khartoum,,1960,382491.38,,Sudan,
Khartoum,,1965,498457.72,,Sudan,
Khartoum,,1970,649655.8,,Sudan,
Khartoum,,1975,870552.56,,Sudan,
Khartoum,,1980,1402918.4,,Sudan,
Khartoum,,1985,1959923.1,,Sudan,
Khartoum,,1990,2748405,,Sudan,
Khartoum,,1995,3552720.8,,Sudan,
Khartoum,,2000,4135102.2,,Sudan,
Khartoum,,2005,4688502.5,,Sudan,
Khartoum,,2010,5260479,,Sudan,
Khartoum,,2015,5897252.5,,Sudan,
Khartoum,,2020,6426646.5,6426646,Sudan,Sudan
Khartoum,,2025,,6809355,,Sudan
Khartoum,,2030,,7471391,,Sudan
Khartoum,,2035,,7977851,,Sudan
Khartoum,,2040,,8509480,,Sudan
Khartoum,,2045,,8952970,,Sudan
Khartoum,,2050,,9444354,,Sudan
Khartoum,,2055,,9820325,,Sudan
Khartoum,,2060,,10271911,,Sudan
Khartoum,,2065,,10597189,,Sudan
Khartoum,,2070,,10927308,,Sudan
Khartoum,,2075,,11208208,,Sudan
Khartoum,,2080,,11444404,,Sudan
Khartoum,,2085,,11654962,,Sudan
Khartoum,,2090,,11846046,,Sudan
Khartoum,,2095,,12000418,,Sudan
Khartoum,,2100,,12114746,,Sudan
Kinshasa,,1950,212526.16,,Democratic Republic of Congo,
Kinshasa,,1955,278041.47,,Democratic Republic of Congo,
Kinshasa,,1960,375355.97,,Democratic Republic of Congo,
Kinshasa,,1965,554665.5,,Democratic Republic of Congo,
Kinshasa,,1970,769870.5,,Democratic Republic of Congo,
Kinshasa,,1975,1035621.7,,Democratic Republic of Congo,
Kinshasa,,1980,1551097.6,,Democratic Republic of Congo,
Kinshasa,,1985,2247115.2,,Democratic Republic of Congo,
Kinshasa,,1990,3056017,,Democratic Republic of Congo,
Kinshasa,,1995,4253748.5,,Democratic Republic of Congo,
Kinshasa,,2000,5328174,,Democratic Republic of Congo,
Kinshasa,,2005,5646713.5,,Democratic Republic of Congo,
Kinshasa,,2010,6279925,,Democratic Republic of Congo,
Kinshasa,,2015,7960568,,Democratic Republic of Congo,
Kinshasa,,2020,10453545,10453545,Democratic Republic of Congo,Democratic Republic of Congo
Kinshasa,,2025,,10943641,,Democratic Republic of Congo
Kinshasa,,2030,,11618069,,Democratic Republic of Congo
Kinshasa,,2035,,12044432,,Democratic Republic of Congo
Kinshasa,,2040,,12540341,,Democratic Republic of Congo
Kinshasa,,2045,,12837866,,Democratic Republic of Congo
Kinshasa,,2050,,13210577,,Democratic Republic of Congo
Kinshasa,,2055,,13461249,,Democratic Republic of Congo
Kinshasa,,2060,,13734774,,Democratic Republic of Congo
Kinshasa,,2065,,13956083,,Democratic Republic of Congo
Kinshasa,,2070,,14146536,,Democratic Republic of Congo
Kinshasa,,2075,,14335918,,Democratic Republic of Congo
Kinshasa,,2080,,14465724,,Democratic Republic of Congo
Kinshasa,,2085,,14608981,,Democratic Republic of Congo
Kinshasa,,2090,,14689039,,Democratic Republic of Congo
Kinshasa,,2095,,14806020,,Democratic Republic of Congo
Kinshasa,,2100,,14864547,,Democratic Republic of Congo
Kochi,,1950,691593.94,,India,
Kochi,,1955,812883.06,,India,
Kochi,,1960,984428.9,,India,
Kochi,,1965,1153609.9,,India,
Kochi,,1970,1349823.9,,India,
Kochi,,1975,1576753,,India,
Kochi,,1980,1902001,,India,
Kochi,,1985,2309723.2,,India,
Kochi,,1990,2853498.8,,India,
Kochi,,1995,3141618,,India,
Kochi,,2000,3393586.8,,India,
Kochi,,2005,3656436.8,,India,
Kochi,,2010,3679405.5,,India,
Kochi,,2015,4123840,,India,
Kochi,,2020,4853712,4853712,India,India
Kochi,,2025,,5077670,,India
Kochi,,2030,,5452371,,India
Kochi,,2035,,5607140,,India
Kochi,,2040,,5718995,,India
Kochi,,2045,,5799441,,India
Kochi,,2050,,5843908,,India
Kochi,,2055,,5865202,,India
Kochi,,2060,,5853504,,India
Kochi,,2065,,5828672,,India
Kochi,,2070,,5774890,,India
Kochi,,2075,,5705358,,India
Kochi,,2080,,5612835,,India
Kochi,,2085,,5512996,,India
Kochi,,2090,,5403803,,India
Kochi,,2095,,5284226,,India
Kochi,,2100,,5112486,,India
Kolkata,,1950,6122203,,India,
Kolkata,,1955,6973881,,India,
Kolkata,,1960,7932511,,India,
Kolkata,,1965,8731023,,India,
Kolkata,,1970,9595401,,India,
Kolkata,,1975,10527605,,India,
Kolkata,,1980,11830220,,India,
Kolkata,,1985,13234849,,India,
Kolkata,,1990,14841167,,India,
Kolkata,,1995,16321060,,India,
Kolkata,,2000,18355286,,India,
Kolkata,,2005,19462170,,India,
Kolkata,,2010,20487402,,India,
Kolkata,,2015,21294622,,India,
Kolkata,,2020,22048672,22048672,India,India
Kolkata,,2025,,22549738,,India
Kolkata,,2030,,23033106,,India
Kolkata,,2035,,23450426,,India
Kolkata,,2040,,23644780,,India
Kolkata,,2045,,23786596,,India
Kolkata,,2050,,23767882,,India
Kolkata,,2055,,23727582,,India
Kolkata,,2060,,23577346,,India
Kolkata,,2065,,23404556,,India
Kolkata,,2070,,23111514,,India
Kolkata,,2075,,22786066,,India
Kolkata,,2080,,22349780,,India
Kolkata,,2085,,21936012,,India
Kolkata,,2090,,21425038,,India
Kolkata,,2095,,20953104,,India
Kolkata,,2100,,20458656,,India
Kozhikode,,1950,256597.1,,India,
Kozhikode,,1955,301598.1,,India,
Kozhikode,,1960,353976.8,,India,
Kozhikode,,1965,428015.5,,India,
Kozhikode,,1970,516758.6,,India,
Kozhikode,,1975,566962.25,,India,
Kozhikode,,1980,697393.8,,India,
Kozhikode,,1985,1055446.4,,India,
Kozhikode,,1990,1429729.1,,India,
Kozhikode,,1995,1860432.5,,India,
Kozhikode,,2000,2317498,,India,
Kozhikode,,2005,2770266.2,,India,
Kozhikode,,2010,2826992,,India,
Kozhikode,,2015,3874719.2,,India,
Kozhikode,,2020,5869528,5869528,India,India
Kozhikode,,2025,,6123872,,India
Kozhikode,,2030,,6430980,,India
Kozhikode,,2035,,6738070,,India
Kozhikode,,2040,,6933048,,India
Kozhikode,,2045,,7039212,,India
Kozhikode,,2050,,7104281,,India
Kozhikode,,2055,,7130986,,India
Kozhikode,,2060,,7123536,,India
Kozhikode,,2065,,7102603,,India
Kozhikode,,2070,,7046391,,India
Kozhikode,,2075,,6975002,,India
Kozhikode,,2080,,6873244,,India
Kozhikode,,2085,,6730701,,India
Kozhikode,,2090,,6603654,,India
Kozhikode,,2095,,6446918,,India
Kozhikode,,2100,,6249845,,India
Kuala Lumpur,,1950,65710.52,,Malaysia,
Kuala Lumpur,,1955,77932.71,,Malaysia,
Kuala Lumpur,,1960,92435.18,,Malaysia,
Kuala Lumpur,,1965,109645.24,,Malaysia,
Kuala Lumpur,,1970,126522.266,,Malaysia,
Kuala Lumpur,,1975,170776.58,,Malaysia,
Kuala Lumpur,,1980,707135.3,,Malaysia,
Kuala Lumpur,,1985,1268549.9,,Malaysia,
Kuala Lumpur,,1990,2154831,,Malaysia,
Kuala Lumpur,,1995,2855928.8,,Malaysia,
Kuala Lumpur,,2000,4143915,,Malaysia,
Kuala Lumpur,,2005,4854180.5,,Malaysia,
Kuala Lumpur,,2010,5655509.5,,Malaysia,
Kuala Lumpur,,2015,6660560,,Malaysia,
Kuala Lumpur,,2020,7863028.5,7863028,Malaysia,Malaysia
Kuala Lumpur,,2025,,8443731,,Malaysia
Kuala Lumpur,,2030,,9052302,,Malaysia
Kuala Lumpur,,2035,,9559362,,Malaysia
Kuala Lumpur,,2040,,9984498,,Malaysia
Kuala Lumpur,,2045,,10338659,,Malaysia
Kuala Lumpur,,2050,,10627280,,Malaysia
Kuala Lumpur,,2055,,10865120,,Malaysia
Kuala Lumpur,,2060,,11053469,,Malaysia
Kuala Lumpur,,2065,,11174594,,Malaysia
Kuala Lumpur,,2070,,11245316,,Malaysia
Kuala Lumpur,,2075,,11285210,,Malaysia
Kuala Lumpur,,2080,,11278217,,Malaysia
Kuala Lumpur,,2085,,11228920,,Malaysia
Kuala Lumpur,,2090,,11154194,,Malaysia
Kuala Lumpur,,2095,,11061300,,Malaysia
Kuala Lumpur,,2100,,10966049,,Malaysia
Lagos,,1950,644123.8,,Nigeria,
Lagos,,1955,869404.3,,Nigeria,
Lagos,,1960,1249221.8,,Nigeria,
Lagos,,1965,1685634.2,,Nigeria,
Lagos,,1970,2006110.5,,Nigeria,
Lagos,,1975,2612450.2,,Nigeria,
Lagos,,1980,3414699.5,,Nigeria,
Lagos,,1985,4486575,,Nigeria,
Lagos,,1990,5762979.5,,Nigeria,
Lagos,,1995,6887199.5,,Nigeria,
Lagos,,2000,7908961.5,,Nigeria,
Lagos,,2005,9007119,,Nigeria,
Lagos,,2010,10133104,,Nigeria,
Lagos,,2015,11091934,,Nigeria,
Lagos,,2020,12012080,12012080,Nigeria,Nigeria
Lagos,,2025,,12791699,,Nigeria
Lagos,,2030,,13616401,,Nigeria
Lagos,,2035,,14323912,,Nigeria
Lagos,,2040,,15021582,,Nigeria
Lagos,,2045,,15619655,,Nigeria
Lagos,,2050,,16180326,,Nigeria
Lagos,,2055,,16629614,,Nigeria
Lagos,,2060,,17030374,,Nigeria
Lagos,,2065,,17370764,,Nigeria
Lagos,,2070,,17625454,,Nigeria
Lagos,,2075,,17839486,,Nigeria
Lagos,,2080,,17985354,,Nigeria
Lagos,,2085,,18067682,,Nigeria
Lagos,,2090,,18047134,,Nigeria
Lagos,,2095,,18018470,,Nigeria
Lagos,,2100,,17919342,,Nigeria
Lahore,,1950,1650411.5,,Pakistan,
Lahore,,1955,1965236.6,,Pakistan,
Lahore,,1960,2405311.8,,Pakistan,
Lahore,,1965,2943272.2,,Pakistan,
Lahore,,1970,3600469.5,,Pakistan,
Lahore,,1975,4402766.5,,Pakistan,
Lahore,,1980,5082999,,Pakistan,
Lahore,,1985,5632844.5,,Pakistan,
Lahore,,1990,6218992.5,,Pakistan,
Lahore,,1995,7095320.5,,Pakistan,
Lahore,,2000,7978804.5,,Pakistan,
Lahore,,2005,9122097,,Pakistan,
Lahore,,2010,10518158,,Pakistan,
Lahore,,2015,11828766,,Pakistan,
Lahore,,2020,14024855,14024855,Pakistan,Pakistan
Lahore,,2025,,15156430,,Pakistan
Lahore,,2030,,16286222,,Pakistan
Lahore,,2035,,17350160,,Pakistan
Lahore,,2040,,18484796,,Pakistan
Lahore,,2045,,19473014,,Pakistan
Lahore,,2050,,20388442,,Pakistan
Lahore,,2055,,21145210,,Pakistan
Lahore,,2060,,21885754,,Pakistan
Lahore,,2065,,22568280,,Pakistan
Lahore,,2070,,23174968,,Pakistan
Lahore,,2075,,23701542,,Pakistan
Lahore,,2080,,24078966,,Pakistan
Lahore,,2085,,24370098,,Pakistan
Lahore,,2090,,24547710,,Pakistan
Lahore,,2095,,24726042,,Pakistan
Lahore,,2100,,24760726,,Pakistan
Lima,,1950,1129568.9,,Peru,
Lima,,1955,1426520.8,,Peru,
Lima,,1960,1801705.1,,Peru,
Lima,,1965,2275779.5,,Peru,
Lima,,1970,2874837.2,,Peru,
Lima,,1975,3519785.2,,Peru,
Lima,,1980,4207147,,Peru,
Lima,,1985,4831357.5,,Peru,
Lima,,1990,5487000,,Peru,
Lima,,1995,6272844.5,,Peru,
Lima,,2000,6991684.5,,Peru,
Lima,,2005,7802098.5,,Peru,
Lima,,2010,8532370,,Peru,
Lima,,2015,9288321,,Peru,
Lima,,2020,10036608,10036608,Peru,Peru
Lima,,2025,,10580241,,Peru
Lima,,2030,,11145021,,Peru
Lima,,2035,,11565535,,Peru
Lima,,2040,,11928951,,Peru
Lima,,2045,,12183355,,Peru
Lima,,2050,,12358372,,Peru
Lima,,2055,,12527357,,Peru
Lima,,2060,,12618369,,Peru
Lima,,2065,,12681883,,Peru
Lima,,2070,,12685808,,Peru
Lima,,2075,,12675010,,Peru
Lima,,2080,,12609283,,Peru
Lima,,2085,,12512009,,Peru
Lima,,2090,,12379808,,Peru
Lima,,2095,,12221247,,Peru
Lima,,2100,,12043086,,Peru
London,,1950,7914931.5,,United Kingdom,
London,,1955,7864240,,United Kingdom,
London,,1960,8032551.5,,United Kingdom,
London,,1965,7950806,,United Kingdom,
London,,1970,7654894.5,,United Kingdom,
London,,1975,7369841.5,,United Kingdom,
London,,1980,7026099,,United Kingdom,
London,,1985,7030289.5,,United Kingdom,
London,,1990,7140652.5,,United Kingdom,
London,,1995,7388278.5,,United Kingdom,
London,,2000,7654553.5,,United Kingdom,
London,,2005,7947720,,United Kingdom,
London,,2010,8597262,,United Kingdom,
London,,2015,9274623,,United Kingdom,
London,,2020,9991400,9991400,United Kingdom,United Kingdom
London,,2025,,10416420,,United Kingdom
London,,2030,,10766831,,United Kingdom
London,,2035,,11048048,,United Kingdom
London,,2040,,11387886,,United Kingdom
London,,2045,,11670188,,United Kingdom
London,,2050,,11868905,,United Kingdom
London,,2055,,12029583,,United Kingdom
London,,2060,,12129162,,United Kingdom
London,,2065,,12218868,,United Kingdom
London,,2070,,12299056,,United Kingdom
London,,2075,,12371338,,United Kingdom
London,,2080,,12423679,,United Kingdom
London,,2085,,12448603,,United Kingdom
London,,2090,,12450051,,United Kingdom
London,,2095,,12421273,,United Kingdom
London,,2100,,12373045,,United Kingdom
Los Angeles,,1950,3970347.5,,United States,
Los Angeles,,1955,4720742,,United States,
Los Angeles,,1960,5767050,,United States,
Los Angeles,,1965,6613215.5,,United States,
Los Angeles,,1970,7373239,,United States,
Los Angeles,,1975,7717837.5,,United States,
Los Angeles,,1980,8205671,,United States,
Los Angeles,,1985,9268829,,United States,
Los Angeles,,1990,10244444,,United States,
Los Angeles,,1995,10701394,,United States,
Los Angeles,,2000,11195626,,United States,
Los Angeles,,2005,11410739,,United States,
Los Angeles,,2010,11715021,,United States,
Los Angeles,,2015,12106181,,United States,
Los Angeles,,2020,12491491,12491491,United States,United States
Los Angeles,,2025,,12740420,,United States
Los Angeles,,2030,,13069762,,United States
Los Angeles,,2035,,13307551,,United States
Los Angeles,,2040,,13510919,,United States
Los Angeles,,2045,,13744315,,United States
Los Angeles,,2050,,13862284,,United States
Los Angeles,,2055,,13963014,,United States
Los Angeles,,2060,,14064264,,United States
Los Angeles,,2065,,14154737,,United States
Los Angeles,,2070,,14266322,,United States
Los Angeles,,2075,,14375367,,United States
Los Angeles,,2080,,14454430,,United States
Los Angeles,,2085,,14520285,,United States
Los Angeles,,2090,,14580984,,United States
Los Angeles,,2095,,14647244,,United States
Los Angeles,,2100,,14691862,,United States
Luanda,,2010,3544234.8,,Angola,
Luanda,,2015,7109333,,Angola,
Luanda,,2020,9775496,9775496,Angola,Angola
Luanda,,2025,,11370127,,Angola
Luanda,,2030,,13134985,,Angola
Luanda,,2035,,14877315,,Angola
Luanda,,2040,,16807302,,Angola
Luanda,,2045,,18523726,,Angola
Luanda,,2050,,20286118,,Angola
Luanda,,2055,,21871694,,Angola
Luanda,,2060,,23473248,,Angola
Luanda,,2065,,24835972,,Angola
Luanda,,2070,,26221220,,Angola
Luanda,,2075,,27316240,,Angola
Luanda,,2080,,28380300,,Angola
Luanda,,2085,,29096920,,Angola
Luanda,,2090,,29751458,,Angola
Luanda,,2095,,30196692,,Angola
Luanda,,2100,,30650164,,Angola
Lucknow,,1950,857437.4,,India,
Lucknow,,1955,976718,,India,
Lucknow,,1960,1110977.8,,India,
Lucknow,,1965,1222812.4,,India,
Lucknow,,1970,1343871.8,,India,
Lucknow,,1975,1474430.4,,India,
Lucknow,,1980,1590248.2,,India,
Lucknow,,1985,1889281.8,,India,
Lucknow,,1990,2313062.5,,India,
Lucknow,,1995,2746494.2,,India,
Lucknow,,2000,3199764.5,,India,
Lucknow,,2005,3667177,,India,
Lucknow,,2010,4204363.5,,India,
Lucknow,,2015,4617954.5,,India,
Lucknow,,2020,4808777.5,4808777,India,India
Lucknow,,2025,,5052444,,India
Lucknow,,2030,,5227702,,India
Lucknow,,2035,,5392874,,India
Lucknow,,2040,,5534515,,India
Lucknow,,2045,,5627077,,India
Lucknow,,2050,,5689737,,India
Lucknow,,2055,,5732959,,India
Lucknow,,2060,,5741910,,India
Lucknow,,2065,,5748598,,India
Lucknow,,2070,,5726733,,India
Lucknow,,2075,,5686779,,India
Lucknow,,2080,,5623105,,India
Lucknow,,2085,,5546262,,India
Lucknow,,2090,,5453661,,India
Lucknow,,2095,,5354723,,India
Lucknow,,2100,,5249757,,India
Madrid,,1950,1603482.5,,Spain,
Madrid,,1955,1800414.5,,Spain,
Madrid,,1960,2021493.6,,Spain,
Madrid,,1965,2341906,,Spain,
Madrid,,1970,2713012.5,,Spain,
Madrid,,1975,2951852.2,,Spain,
Madrid,,1980,3248763,,Spain,
Madrid,,1985,3359137.8,,Spain,
Madrid,,1990,3410930.2,,Spain,
Madrid,,1995,3623276.8,,Spain,
Madrid,,2000,3920824,,Spain,
Madrid,,2005,4251731,,Spain,
Madrid,,2010,4586097,,Spain,
Madrid,,2015,5001339.5,,Spain,
Madrid,,2020,5489078.5,5489078,Spain,Spain
Madrid,,2025,,5583601,,Spain
Madrid,,2030,,5624369,,Spain
Madrid,,2035,,5639926,,Spain
Madrid,,2040,,5641813,,Spain
Madrid,,2045,,5629194,,Spain
Madrid,,2050,,5588668,,Spain
Madrid,,2055,,5531957,,Spain
Madrid,,2060,,5431938,,Spain
Madrid,,2065,,5313980,,Spain
Madrid,,2070,,5204409,,Spain
Madrid,,2075,,5086963,,Spain
Madrid,,2080,,5007681,,Spain
Madrid,,2085,,4927078,,Spain
Madrid,,2090,,4857262,,Spain
Madrid,,2095,,4775996,,Spain
Madrid,,2100,,4695412,,Spain
Manila,,1950,2598212.8,,Philippines,
Manila,,1955,3374787.2,,Philippines,
Manila,,1960,4383354,,Philippines,
Manila,,1965,5366810,,Philippines,
Manila,,1970,6570166.5,,Philippines,
Manila,,1975,8329012.5,,Philippines,
Manila,,1980,9884349,,Philippines,
Manila,,1985,11682238,,Philippines,
Manila,,1990,13905472,,Philippines,
Manila,,1995,16293501,,Philippines,
Manila,,2000,17799064,,Philippines,
Manila,,2005,19347220,,Philippines,
Manila,,2010,21072116,,Philippines,
Manila,,2015,22677352,,Philippines,
Manila,,2020,24013676,24013676,Philippines,Philippines
Manila,,2025,,24735304,,Philippines
Manila,,2030,,25527970,,Philippines
Manila,,2035,,26161704,,Philippines
Manila,,2040,,26667638,,Philippines
Manila,,2045,,27008216,,Philippines
Manila,,2050,,27119826,,Philippines
Manila,,2055,,27088308,,Philippines
Manila,,2060,,26890914,,Philippines
Manila,,2065,,26614288,,Philippines
Manila,,2070,,26240124,,Philippines
Manila,,2075,,25827618,,Philippines
Manila,,2080,,25258514,,Philippines
Manila,,2085,,24591724,,Philippines
Manila,,2090,,23845472,,Philippines
Manila,,2095,,23131024,,Philippines
Manila,,2100,,22412670,,Philippines
Mashhad,,1950,409315.66,,Iran,
Mashhad,,1955,503034.66,,Iran,
Mashhad,,1960,635563.5,,Iran,
Mashhad,,1965,828572.75,,Iran,
Mashhad,,1970,1046828.7,,Iran,
Mashhad,,1975,1322467.4,,Iran,
Mashhad,,1980,1705166,,Iran,
Mashhad,,1985,2346990,,Iran,
Mashhad,,1990,2928611.2,,Iran,
Mashhad,,1995,3147396.2,,Iran,
Mashhad,,2000,3470089,,Iran,
Mashhad,,2005,3909114,,Iran,
Mashhad,,2010,4394362.5,,Iran,
